Type,From,To,Crypto,USD,Txn,ID
Transfer,jimmy,Avastars,NA,NA,2019-05-24,8511
Transfer,j1mmy,jimmy,NA,NA,2019-04-26,8511
Sold,0x470e9b,j1mmy,1.4,246,2019-04-07,8511
Bid Withdrawn,0xa0a59c,,0.48000000000000004,97,2017-07-31,8511
Offered,,,1.4,275,2017-07-30,8511
Offered,,,1.4,275,2017-07-30,8511
Bid,0xa0a59c,,0.48000000000000004,97,2017-07-27,8511
Claimed,,0x470e9b,NA,NA,2017-06-23,8511
Sold,Pranksy,0xcf6165,4.49,2886,2020-12-26,8512
Offered,,,4.49,2822,2020-12-26,8512
(Unwrap),WrappedC…,Pranksy,NA,NA,2020-12-26,8512
Bid Withdrawn,0xf9728b,,1.7,593,2020-10-03,8512
Sold,Alex3422,kyloren,5.7,2012,2020-09-29,8512
Sold,Carlini8,Alex3422,5.25,1906,2020-09-28,8512
Sold,Pranksy,Carlini8,4.99,1812,2020-09-28,8512
Sold,Carlini8,Pranksy,3.9899999999999998,1427,2020-09-28,8512
(Wrap),0xaadfe3,WrappedC…,NA,NA,2020-09-28,8512
Transfer,Carlini8,0xaadfe3,NA,NA,2020-09-28,8512
Sold,0xe4c479,Carlini8,3.8,1355,2020-09-28,8512
Offered,,,3.8,1357,2020-09-27,8512
Bid,0xf9728b,,1.7,601,2020-09-26,8512
Offered,,,3.3,1164,2020-09-26,8512
(Unwrap),WrappedC…,0xe4c479,NA,NA,2020-09-26,8512
(Wrap),0xd306a0,WrappedC…,NA,NA,2020-09-26,8512
Transfer,0xe4c479,0xd306a0,NA,NA,2020-09-26,8512
Offered,,,3.5,1211,2020-09-24,8512
(Unwrap),WrappedC…,0xe4c479,NA,NA,2020-09-24,8512
Sold,0x067034,0xe4c479,2.9899999999999998,1137,2020-09-20,8512
Sold,Carlini8,0x067034,2.5,946,2020-09-19,8512
Sold,PM_disco…,Carlini8,1.9,716,2020-09-14,8512
(Wrap),0xd1ac95,WrappedC…,NA,NA,2020-09-11,8512
Transfer,PM_disco…,0xd1ac95,NA,NA,2020-09-11,8512
Offered,,,2.5,739,2020-07-25,8512
Sold,0xb6be4d,PM_disco…,1.2,276,2020-06-26,8512
Offered,,,1.2,276,2020-06-26,8512
Offered,,,15,3406,2020-06-20,8512
Claimed,,0xb6be4d,NA,NA,2017-06-23,8512
Transfer,Ravachol,Debonair…,NA,NA,2020-04-28,8513
Sold,0x27c79a,Ravachol,0.52,103,2020-04-27,8513
Offered,,,0.52,101,2020-04-26,8513
Sold,Pranksy,0x27c79a,0.5,72,2020-01-07,8513
Offered,,,0.5,87,2019-09-05,8513
Sold,0x00d7c9,Pranksy,0.25,45,2019-09-02,8513
Offered,,Pranksy,0.25,45,2019-09-02,8513
Offered,,,0.75,207,2019-07-12,8513
Claimed,,0x00d7c9,NA,NA,2017-06-23,8513
Claimed,NA,12734295,NA,NA,2017-06-23,8514
Sold,6827056,6689278,0.39,104,2017-07-06,8515
Offered,NA,NA,0.39,104,2017-07-06,8515
Bid,7823584,NA,0.05,16,2017-06-28,8515
Claimed,NA,6827056,NA,NA,2017-06-23,8515
Transfer,6059058,11681926,NA,NA,2017-11-28,8516
Bid Withdrawn,14215174,NA,0.29000000000000004,60,2017-07-10,8516
Sold,5331586,6059058,0.41000000000000003,84,2017-07-10,8516
Bid,14215174,NA,0.29000000000000004,60,2017-07-10,8516
Offered,NA,NA,0.41000000000000003,97,2017-07-09,8516
Offered,NA,NA,0.61,162,2017-07-06,8516
Offer Withdrawn,NA,NA,NA,NA,2017-07-04,8516
Offered,NA,NA,0.4,108,2017-07-04,8516
Bid,7823584,NA,0.18,50,2017-07-03,8516
Bid,10528156,NA,0.18,50,2017-07-03,8516
Bid,7823584,NA,0.06,19,2017-06-28,8516
Bid,10528156,NA,0.06,19,2017-06-28,8516
Claimed,NA,5331586,NA,NA,2017-06-23,8516
Sold,ddaavvee,0x717403,0.25,72,2017-06-27,8517
Bid,0x717403,,0.05,13,2017-06-26,8517
Offered,,,0.25,70,2017-06-25,8517
Claimed,,ddaavvee,NA,NA,2017-06-23,8517
Offered,,,6,2255,2020-10-11,8518
Transfer,Wilcox,0x19ac60,NA,NA,2020-10-11,8518
Transfer,0x00d7c9,Wilcox,NA,NA,2019-09-15,8518
Offered,,,0.5,138,2019-07-12,8518
Claimed,,0x00d7c9,NA,NA,2017-06-23,8518
(Wrap),8653485,WrappedC…,NA,NA,2020-09-29,8519
Transfer,5672181,0x840aad,NA,NA,2020-09-29,8519
Sold,349150,0x568cf5,5.98,2174,2020-09-28,8519
Offered,NA,,5.98,2181,2020-09-28,8519
Sold,11976269,0x0553de,4.9,1753,2020-09-28,8519
Offered,NA,,4.9,1111,2020-06-20,8519
Claimed,NA,0xb6be4d,NA,NA,2017-06-23,8519
Offered,NA,,14,5008,2020-09-29,8520
Offered,NA,,777,222331,2017-06-27,8520
Bid,7435267,,0.05,13,2017-06-26,8520
Claimed,NA,ddaavvee,NA,NA,2017-06-23,8520
Bid,13092537,NA,0.01,0.01,2020-12-16,8521
Offer Withdrawn,NA,NA,NA,NA,2017-06-27,8521
Sold,14602955,14650138,0.5,143,2017-06-27,8521
Offered,NA,NA,0.5,152,2017-06-24,8521
Claimed,NA,14602955,NA,NA,2017-06-23,8521
Claimed,NA,12221644,NA,NA,2017-06-23,8522
Sold,Pranksy,0xa9c206,0.55,96,2019-09-27,8523
Offered,,0xa9c206,0.55,96,2019-09-27,8523
Offered,,,1,216,2019-08-11,8523
Transfer,0x7e5280,Pranksy,NA,NA,2019-05-04,8523
Transfer,0xd27e3f,0x7e5280,NA,NA,2017-10-04,8523
Offered,,,0.7,161,2017-07-22,8523
Offered,,,0.8,156,2017-07-19,8523
Offered,,,1,155,2017-07-16,8523
Transfer,0xff8414,0xd27e3f,NA,NA,2017-07-16,8523
Sold,0x682c30,0xff8414,0.1,32,2017-06-28,8523
Offered,,,0.1,32,2017-06-28,8523
Claimed,,0x682c30,NA,NA,2017-06-23,8523
Sold,6827056,6689278,0.35,84,2017-07-07,8524
Offered,NA,NA,0.35,93,2017-07-05,8524
Claimed,NA,6827056,NA,NA,2017-06-23,8524
Bid Withdrawn,7478,NA,0.25,42,2020-01-22,8525
Bid,7478,NA,0.25,44,2020-01-18,8525
Claimed,NA,13401139,NA,NA,2017-06-23,8525
Transfer,6059058,11681926,NA,NA,2017-11-28,8526
Sold,14215174,6059058,0.25,87,2017-08-28,8526
Offered,NA,NA,0.4,119,2017-08-20,8526
Offered,NA,NA,0.45,134,2017-08-20,8526
Offered,NA,NA,0.5,151,2017-08-16,8526
Offered,NA,NA,0.6,179,2017-08-14,8526
Offer Withdrawn,NA,NA,NA,NA,2017-07-13,8526
Offered,NA,NA,0.8500000000000001,175,2017-07-13,8526
Offered,NA,NA,1.1,210,2017-07-11,8526
Sold,48442,14215174,0.49,93,2017-07-11,8526
Bid,6059058,NA,0.25,51,2017-07-10,8526
Offered,NA,NA,0.49,132,2017-07-04,8526
Offer Withdrawn,NA,NA,NA,NA,2017-07-03,8526
Offered,NA,NA,0.49,135,2017-07-03,8526
Offer Withdrawn,NA,NA,NA,NA,2017-07-02,8526
Bid,7823584,NA,0.04,11,2017-06-30,8526
Offered,NA,NA,0.39,114,2017-06-29,8526
Sold,6827056,48442,0.1,32,2017-06-28,8526
Offered,NA,NA,0.1,32,2017-06-28,8526
Claimed,NA,6827056,NA,NA,2017-06-23,8526
Bid Withdrawn,3467265,,1,452,2020-11-09,8527
Bid,3467265,,1,456,2020-11-06,8527
Bid Withdrawn,10528156,,0.16,36,2017-07-18,8527
Transfer,48442,straybit…,NA,NA,2017-07-03,8527
Bid,10528156,,0.16,47,2017-06-29,8527
Sold,6827056,0x00bd3a,0.1,32,2017-06-28,8527
Offered,NA,,0.1,32,2017-06-28,8527
Claimed,NA,0x682c30,NA,NA,2017-06-23,8527
(Wrap),0xa3fbd2,WrappedC…,NA,NA,2020-11-11,8528
Transfer,0x274a8b,0xa3fbd2,NA,NA,2020-11-11,8528
(Unwrap),WrappedC…,0x274a8b,NA,NA,2020-11-11,8528
(Wrap),0xa3fbd2,WrappedC…,NA,NA,2020-09-18,8528
Transfer,0x274a8b,0xa3fbd2,NA,NA,2020-09-18,8528
(Unwrap),WrappedC…,0x274a8b,NA,NA,2020-09-18,8528
Sold,PM_disco…,0x274a8b,2.25,833,2020-09-12,8528
(Wrap),0xd1ac95,WrappedC…,NA,NA,2020-09-11,8528
Transfer,PM_disco…,0xd1ac95,NA,NA,2020-09-11,8528
Offered,,,1.9,562,2020-07-25,8528
Sold,0xb6be4d,PM_disco…,0.9500000000000001,214,2020-06-27,8528
Bid,PM_disco…,,0.9500000000000001,214,2020-06-27,8528
Offered,,,0.99,224,2020-06-27,8528
Offered,,,1.2,276,2020-06-26,8528
Offered,,,1.1900000000000002,273,2020-06-26,8528
Offered,,,15,3406,2020-06-20,8528
Claimed,,0xb6be4d,NA,NA,2017-06-23,8528
Bid,7435267,NA,0.05,13,2017-06-26,8529
Claimed,NA,12681944,NA,NA,2017-06-23,8529
Offered,NA,,12,4732,2020-10-12,8530
Bid,7435267,,0.05,13,2017-06-26,8530
Offered,NA,,420,117331,2017-06-25,8530
Claimed,NA,ddaavvee,NA,NA,2017-06-23,8530
Offer Withdrawn,NA,,NA,NA,2020-09-29,8531
Offered,NA,,75,26657,2020-09-26,8531
Transfer,5530334,Snowfro,NA,NA,2019-04-29,8531
Offered,NA,,12,1510,2019-01-12,8531
Offer Withdrawn,NA,,NA,NA,2017-09-02,8531
Offered,NA,,5,1579,2017-06-28,8531
Claimed,NA,0x5462de,NA,NA,2017-06-23,8531
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,8532
Bid,7435267,NA,0.05,14,2017-06-25,8532
Claimed,NA,7293485,NA,NA,2017-06-23,8532
Sold,6827056,233759,0.49,371,2018-01-01,8533
Offered,NA,NA,0.49,188,2017-08-30,8533
Bid Withdrawn,48442,NA,0.2,39,2017-07-19,8533
Offered,NA,NA,4.9,1113,2017-07-18,8533
Bid,48442,NA,0.2,34,2017-07-15,8533
Claimed,NA,6827056,NA,NA,2017-06-23,8533
Bid,13092537,NA,0.01,0.01,2020-12-17,8534
Claimed,NA,11557757,NA,NA,2017-06-23,8534
Transfer,0x000c1c…,rleshner…,NA,NA,2020-01-25,8535
Bid Withdrawn,Pranksy,,0.4,52,2020-01-01,8535
Bid,Pranksy,,0.4,53,2019-12-31,8535
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,8535
Claimed,,0x887caa,NA,NA,2017-06-23,8535
Sold,0x27c79a,0x98c488,0.73,147,2020-05-17,8536
Offered,,,0.73,104,2020-01-13,8536
Sold,Tschuuul…,0x27c79a,0.5,72,2020-01-07,8536
Bid Withdrawn,0x4136e3,,0.1,18,2019-10-13,8536
Offered,,,0.5,91,2019-10-13,8536
Sold,juggerna…,Tschuuul…,0.25,45,2019-10-13,8536
Bid,0x4136e3,,0.1,18,2019-10-13,8536
Offered,,,0.25,45,2019-10-12,8536
Offer Withdrawn,,,NA,NA,2019-10-06,8536
Offered,,,0.25,44,2019-10-04,8536
Transfer,0x00d7c9,juggerna…,NA,NA,2019-10-04,8536
Offered,,,0.25,44,2019-09-28,8536
Offered,,,0.5,134,2019-07-13,8536
Claimed,,0x00d7c9,NA,NA,2017-06-23,8536
Claimed,NA,4774681,NA,NA,2017-06-23,8537
Bid Withdrawn,10215879,NA,0.05,19,2017-08-29,8538
Bid,10215879,NA,0.05,13,2017-06-26,8538
Claimed,NA,4774681,NA,NA,2017-06-23,8538
Claimed,NA,1258788,NA,NA,2017-06-23,8539
Sold,0x13816f,0x491be7,5.56,1980,2020-09-29,8540
Sold,MrTpunks…,0x13816f,2.8499999999999996,1004,2020-09-26,8540
Bid Withdrawn,0x087173,,1.4,477,2020-09-25,8540
Sold,Pranksy,MrTpunks…,2.4899999999999998,862,2020-09-24,8540
(Wrap),0x776758,WrappedC…,NA,NA,2020-09-24,8540
Transfer,Pranksy,0x776758,NA,NA,2020-09-24,8540
Sold,TJ2010,Pranksy,2.22,726,2020-09-24,8540
Bid,0x087173,,1.4,455,2020-09-24,8540
Offered,,,2.22,760,2020-09-22,8540
(Unwrap),WrappedC…,TJ2010,NA,NA,2020-09-22,8540
(Wrap),0x0b87ca,WrappedC…,NA,NA,2020-09-15,8540
Transfer,TJ2010,0x0b87ca,NA,NA,2020-09-15,8540
Sold,0x3a8441,TJ2010,0.89,296,2020-09-07,8540
Bid Withdrawn,ThisNFTG…,,0.7,272,2020-08-26,8540
Bid,ThisNFTG…,,0.7,272,2020-08-22,8540
Offered,,,0.89,306,2020-07-31,8540
Offered,,,1,223,2020-06-29,8540
Transfer,Wilcox,0x3a8441,NA,NA,2020-06-23,8540
Transfer,0x3a8441,Wilcox,NA,NA,2020-06-17,8540
Offered,,,1.82,379,2020-05-28,8540
Transfer,Wilcox,0x3a8441,NA,NA,2020-05-27,8540
Transfer,0x00d7c9,Wilcox,NA,NA,2019-09-17,8540
Offered,,,0.5,157,2019-07-08,8540
Claimed,,0x00d7c9,NA,NA,2017-06-23,8540
Claimed,NA,10119815,NA,NA,2017-06-23,8541
Bid Withdrawn,4942146,NA,0.6,137,2020-07-02,8542
Sold,11976269,3648885,0.7899999999999999,183,2020-06-26,8542
Bid,4942146,NA,0.6,138,2020-06-26,8542
Offered,NA,NA,0.7899999999999999,183,2020-06-26,8542
Offer Withdrawn,NA,NA,NA,NA,2020-06-26,8542
Bid Withdrawn,6796292,NA,0.8500000000000001,194,2020-06-25,8542
Bid,6796292,NA,0.8500000000000001,194,2020-06-25,8542
Offered,NA,NA,0.9,205,2020-06-25,8542
Offer Withdrawn,NA,NA,NA,NA,2020-06-25,8542
Offer Withdrawn,NA,NA,NA,NA,2020-06-25,8542
Offered,NA,NA,4.9,1111,2020-06-20,8542
Claimed,NA,11976269,NA,NA,2017-06-23,8542
Sold,Hemba,0xcd2c66,1,400,2020-08-04,8543
Bid,0xcd2c66,,1,224,2020-06-15,8543
Offered,,,1.45,321,2020-05-29,8543
Claimed,,Hemba,NA,NA,2017-06-23,8543
Offered,NA,NA,7.95,4958,2020-12-25,8544
Offered,NA,NA,4.95,3031,2020-12-25,8544
Offered,NA,NA,10,2312,2020-06-26,8544
Offer Withdrawn,NA,NA,NA,NA,2020-06-25,8544
Offered,NA,NA,10,2271,2020-06-20,8544
Claimed,NA,11976269,NA,NA,2017-06-23,8544
Claimed,NA,sov,NA,NA,2017-06-23,8545
Claimed,NA,13358210,NA,NA,2017-06-23,8546
Claimed,NA,13358210,NA,NA,2017-06-23,8547
Claimed,NA,7293485,NA,NA,2017-06-23,8548
Sold,55241,393680,0.5,134,2019-07-13,8549
Bid,393680,NA,0.5,134,2019-07-13,8549
Claimed,NA,55241,NA,NA,2017-06-23,8549
Bid Withdrawn,AZonneve…,NA,0.1,25,2020-06-02,8550
Bid,AZonneve…,NA,0.1,13,2019-12-20,8550
Bid,0x29ffc1,NA,0.05,43,2018-02-10,8550
Bid,0x717403,NA,0.05,13,2017-06-26,8550
Claimed,,52816,NA,NA,2017-06-23,8550
Claimed,NA,6689278,NA,NA,2017-06-23,8551
Bid,7435267,NA,0.05,14,2017-06-25,8552
Claimed,NA,6689278,NA,NA,2017-06-23,8552
(Unwrap),WrappedC…,Snowfro,NA,NA,2020-09-28,8553
(Wrap),0x77300d,WrappedC…,NA,NA,2020-09-22,8553
Transfer,Snowfro,0x77300d,NA,NA,2020-09-22,8553
Transfer,0x5462de,Snowfro,NA,NA,2019-04-29,8553
Offer Withdrawn,,,NA,NA,2017-09-02,8553
Bid Withdrawn,0x4960c4…,,1.08,316,2017-08-18,8553
Bid,0x4960c4…,,1.08,333,2017-08-12,8553
Offered,,,2.9,780,2017-07-04,8553
Bid Withdrawn,0x717403,,0.05,14,2017-06-25,8553
Bid,0x717403,,0.05,14,2017-06-25,8553
Claimed,,0x5462de,NA,NA,2017-06-23,8553
Claimed,NA,6689278,NA,NA,2017-06-23,8554
Transfer,55241,Wilcox,NA,NA,2019-09-14,8555
Offered,NA,,1,1025,2018-01-17,8555
Claimed,NA,0x00d7c9,NA,NA,2017-06-23,8555
Sold,Pixls,Snowfro,0.72,115,2019-02-23,8556
Offered,,,0.72,102,2018-12-30,8556
Offered,,,0.41000000000000003,58,2018-12-30,8556
Sold,0xe45df5,Pixls,0.25,22,2018-12-13,8556
Offered,,,0.25,22,2018-12-13,8556
Bid,0x717403,,0.05,13,2017-06-26,8556
Offered,,,1.9,579,2017-06-24,8556
Claimed,,0xe45df5,NA,NA,2017-06-23,8556
Claimed,NA,9119710,NA,NA,2017-06-23,8557
Claimed,NA,9119710,NA,NA,2017-06-23,8558
Claimed,NA,9119710,NA,NA,2017-06-23,8559
Claimed,NA,9119710,NA,NA,2017-06-23,8560
Bid,7435267,NA,0.05,13,2017-06-26,8561
Claimed,NA,9119710,NA,NA,2017-06-23,8561
Offer Withdrawn,,,NA,NA,2020-10-11,8562
Bid Withdrawn,NeonNFT,,15,5459,2020-10-09,8562
Bid,NeonNFT,,15,5459,2020-10-09,8562
Offered,,,35.5,12782,2020-10-09,8562
Transfer,GoWest23,EliteCat…,NA,NA,2020-10-04,8562
(Unwrap),WrappedC…,GoWest23,NA,NA,2020-10-04,8562
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,8562
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,8562
Offer Withdrawn,,,NA,NA,2020-09-14,8562
Offered,,,28.5,10630,2020-09-12,8562
Offer Withdrawn,,,NA,NA,2020-05-27,8562
Offered,,,50,10169,2020-05-14,8562
Offered,,,50,10169,2020-05-14,8562
Bid Withdrawn,Alex3422,,4,577,2020-01-13,8562
Bid,Alex3422,,4,577,2020-01-11,8562
Sold,0x0553de,GoWest23,2.4899999999999998,414,2019-04-06,8562
Offered,,,2.4899999999999998,345,2019-03-28,8562
Offered,,,2.9,407,2019-03-27,8562
Offered,,,3.9899999999999998,498,2019-01-19,8562
Sold,jmg,0x0553de,1.3900000000000001,174,2019-01-19,8562
Offered,,,1.3900000000000001,168,2019-01-18,8562
Offered,,,1.8900000000000001,173,2018-12-08,8562
Offered,,,1.3900000000000001,314,2018-10-07,8562
Sold,Cyborg,jmg,0.55,124,2018-10-06,8562
Bid,jmg,,0.55,124,2018-10-06,8562
Offered,,,0.8,177,2018-10-04,8562
Offered,,,1,220,2018-10-03,8562
Offered,,,1,544,2018-03-23,8562
Offered,,,0.55,476,2018-03-04,8562
Offered,,,0.6,513,2018-02-23,8562
Offered,,,0.7,682,2018-02-17,8562
Offered,,,0.75,564,2018-02-07,8562
Offered,,,1,941,2018-01-03,8562
Bid Withdrawn,0x4960c4…,,0.22,67,2017-10-30,8562
Bid,0x4960c4…,,0.22,70,2017-10-17,8562
Sold,0x8ba3e2,Cyborg,0.18,53,2017-09-29,8562
Offered,,,0.18,53,2017-09-29,8562
Offered,,,0.21000000000000002,64,2017-09-28,8562
Offered,,,0.24000000000000002,73,2017-09-28,8562
Offered,,,0.27,84,2017-09-27,8562
Offered,,,0.28,87,2017-09-27,8562
Offered,,,0.3,93,2017-09-27,8562
Offered,,,0.32999999999999996,102,2017-09-27,8562
Transfer,0xc0f5dd,0x8ba3e2,NA,NA,2017-09-27,8562
Offered,,,0.5,142,2017-09-19,8562
Bid,0x717403,,0.05,14,2017-06-25,8562
Claimed,,0xc0f5dd,NA,NA,2017-06-23,8562
Claimed,NA,2553668,NA,NA,2017-06-23,8563
Offered,NA,,25,16388,2020-12-19,8564
Bid,7823584,,0.05,16,2017-06-28,8564
Claimed,NA,curating…,NA,NA,2017-06-23,8564
Claimed,NA,7293485,NA,NA,2017-06-23,8565
Transfer,4077537,12138149,NA,NA,2020-11-14,8566
Claimed,NA,4077537,NA,NA,2017-06-23,8566
Transfer,48543,13275108,NA,NA,2018-03-08,8567
Claimed,NA,48543,NA,NA,2017-06-23,8567
Bid Withdrawn,TweetyPi…,NA,0.1,13,2019-12-29,8568
Bid,TweetyPi…,NA,0.1,12,2019-12-28,8568
Claimed,,12743405,NA,NA,2017-06-23,8568
Transfer,48543,13275108,NA,NA,2018-03-08,8569
Bid,7435267,NA,0.05,13,2017-06-26,8569
Claimed,NA,48543,NA,NA,2017-06-23,8569
Claimed,NA,8593785,NA,NA,2017-06-23,8570
Offered,,,7.49,5422,2020-12-30,8571
Offered,,,9.99,7418,2020-12-28,8571
Offered,,,8.75,4777,2020-12-11,8571
Offered,,,5.78,3449,2020-11-23,8571
Offered,,,9.49,4374,2020-11-16,8571
Offered,,,5.6899999999999995,2683,2020-11-13,8571
Offered,,,8.49,3200,2020-10-30,8571
Offered,,,9.49,3533,2020-10-11,8571
Offered,,,8.8,2996,2020-10-06,8571
Offered,,,9.99,3672,2020-10-01,8571
Offered,,,10.49,3767,2020-09-30,8571
Sold,0x7d705d,NFTinTin,0.5700000000000001,129,2020-02-08,8571
Bid,NFTinTin,,0.5700000000000001,126,2020-02-07,8571
Offered,,,0.7,148,2020-02-06,8571
Offer Withdrawn,,,NA,NA,2020-01-07,8571
Offered,,,1,143,2020-01-07,8571
Sold,0x6611fe,0x7d705d,0.55,73,2020-01-04,8571
Offered,,,0.55,108,2017-07-14,8571
Bid,0x717403,,0.05,13,2017-06-26,8571
Claimed,,0x6611fe,NA,NA,2017-06-23,8571
Claimed,NA,6689278,NA,NA,2017-06-23,8572
Claimed,NA,6689278,NA,NA,2017-06-23,8573
Transfer,48543,13275108,NA,NA,2018-03-08,8574
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,8574
Bid,7435267,NA,0.05,14,2017-06-25,8574
Claimed,NA,48543,NA,NA,2017-06-23,8574
Claimed,NA,13358210,NA,NA,2017-06-23,8575
Transfer,GoWest23,EliteCat…,NA,NA,2020-09-26,8576
(Unwrap),WrappedC…,GoWest23,NA,NA,2020-09-26,8576
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-24,8576
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-24,8576
Offer Withdrawn,,,NA,NA,2020-09-24,8576
Offered,,,37.5,14291,2020-09-18,8576
Offer Withdrawn,,,NA,NA,2020-09-14,8576
Offered,,,24.5,9033,2020-09-12,8576
Offer Withdrawn,,,NA,NA,2020-05-27,8576
Offered,,,21.2,4228,2020-05-26,8576
Offer Withdrawn,,,NA,NA,2020-05-17,8576
Offered,,,11.5,2314,2020-05-16,8576
Sold,sov,GoWest23,7,1408,2020-05-16,8576
Offered,,,7,1408,2020-05-16,8576
Bid Withdrawn,TokenAng…,,0.3,79,2019-06-14,8576
Bid,TokenAng…,,0.3,79,2019-06-12,8576
Bid,0x717403,,0.05,14,2017-06-25,8576
Claimed,,sov,NA,NA,2017-06-23,8576
Bid Withdrawn,7435267,,0.05,14,2017-06-25,8577
Bid,7435267,,0.05,14,2017-06-25,8577
Claimed,NA,curating…,NA,NA,2017-06-23,8577
Transfer,0x00d7c9,Wilcox,NA,NA,2019-09-04,8578
Bid Withdrawn,TokenAng…,,0.25,53,2019-08-12,8578
Bid,TokenAng…,,0.25,53,2019-08-12,8578
Offered,,,3,807,2019-07-13,8578
Claimed,,0x00d7c9,NA,NA,2017-06-23,8578
Offer Withdrawn,,,NA,NA,2020-06-04,8579
Offered,,,10,2059,2020-05-27,8579
Bid Withdrawn,GoWest23,,6.5,1333,2020-05-22,8579
Bid,GoWest23,,6.5,1333,2020-05-22,8579
Offered,,,9,1788,2020-05-22,8579
Bid Withdrawn,VonMises,,4,824,2020-05-21,8579
Bid,VonMises,,4,851,2020-05-18,8579
Offered,,,7,1484,2020-05-18,8579
Bid Withdrawn,Pranksy,,3.5,749,2020-05-18,8579
Bid,Pranksy,,3.5,724,2020-05-17,8579
Claimed,,sov,NA,NA,2017-06-23,8579
Bid Withdrawn,7478,NA,0.3,41,2020-01-09,8580
Bid,7478,NA,0.3,42,2020-01-07,8580
Claimed,NA,6689278,NA,NA,2017-06-23,8580
Bid Withdrawn,0x4960c4…,NA,0.24000000000000002,74,2017-10-30,8581
Bid,0x4960c4…,NA,0.24000000000000002,76,2017-10-17,8581
Bid,0x717403,NA,0.05,14,2017-06-25,8581
Claimed,,12221644,NA,NA,2017-06-23,8581
Bid Withdrawn,7823584,NA,0.05,16,2017-06-28,8582
Bid,7823584,NA,0.05,16,2017-06-28,8582
Claimed,NA,6689278,NA,NA,2017-06-23,8582
Sold,Pranksy,0x491be7,6,2113,2020-10-04,8583
(Wrap),0x776758,WrappedC…,NA,NA,2020-10-04,8583
Transfer,Pranksy,0x776758,NA,NA,2020-10-04,8583
Sold,KittyGr_…,Pranksy,4.8,1689,2020-10-04,8583
Bid,Pranksy,,4.8,1689,2020-10-04,8583
Bid,CPyrc,,4.6,1619,2020-10-04,8583
Bid,Pranksy,,4.5,1587,2020-10-04,8583
Bid,jmg,,4.25,1499,2020-10-04,8583
Bid,Pranksy,,4,1414,2020-10-04,8583
Bid Withdrawn,Pranksy,,1.5,355,2020-05-30,8583
Bid,Pranksy,,1.5,331,2020-05-29,8583
Sold,0x00d7c9,KittyGr_…,0.1,60,2018-06-08,8583
Offered,,,0.1,60,2018-06-08,8583
Offered,,,1,1279,2018-01-15,8583
Offered,,,0.1,139,2018-01-13,8583
Claimed,,0x00d7c9,NA,NA,2017-06-23,8583
Offer Withdrawn,,,NA,NA,2020-03-06,8584
Offered,,,4,1070,2020-02-13,8584
Offered,,,3.5,565,2020-01-16,8584
Sold,Pranksy,7478,1,163,2020-01-16,8584
Offered,,,1,216,2019-08-11,8584
Transfer,Sylveste…,Pranksy,NA,NA,2019-05-17,8584
Offer Withdrawn,,,NA,NA,2019-05-17,8584
Offered,,,2,342,2019-05-09,8584
Sold,0x00d7c9,Sylveste…,0.5,85,2019-05-09,8584
Offered,,,0.5,86,2019-05-08,8584
Claimed,,0x00d7c9,NA,NA,2017-06-23,8584
Offer Withdrawn,NA,,NA,NA,2020-09-28,8585
Offered,NA,,8.5,3220,2020-09-15,8585
Claimed,NA,ddaavvee,NA,NA,2017-06-23,8585
(Wrap),0x840aad,WrappedC…,NA,NA,2020-09-29,8586
Transfer,0x568cf5,0x840aad,NA,NA,2020-09-29,8586
Sold,Korniej,0x568cf5,5.9,2112,2020-09-29,8586
Offered,,,5.9,2098,2020-09-29,8586
Offer Withdrawn,,,NA,NA,2020-09-25,8586
Offered,,,3.8,1315,2020-09-24,8586
Sold,MrNFT,Korniej,1.99,735,2020-09-20,8586
Offered,,,1.99,758,2020-09-20,8586
(Unwrap),WrappedC…,MrNFT,NA,NA,2020-09-20,8586
Sold,Pranksy,MrNFT,1.78,678,2020-09-20,8586
(Wrap),0x776758,WrappedC…,NA,NA,2020-09-14,8586
Transfer,Pranksy,0x776758,NA,NA,2020-09-14,8586
Sold,VonMises,Pranksy,1.75,659,2020-09-14,8586
Offered,,,1.75,677,2020-09-13,8586
Offer Withdrawn,,,NA,NA,2020-05-26,8586
Offered,,,1.75,368,2020-05-24,8586
Sold,0x6f1724,VonMises,1,210,2020-05-24,8586
Bid Withdrawn,Pixls,,0.02,5,2018-08-22,8586
Offered,,,1,270,2018-08-22,8586
Sold,0x00d7c9,0x6f1724,0.1,27,2018-08-22,8586
Bid,Pixls,,0.02,6,2018-08-11,8586
Offered,,,0.1,49,2018-06-12,8586
Claimed,,0x00d7c9,NA,NA,2017-06-23,8586
Transfer,5899977,7840295,NA,NA,2019-11-17,8587
Transfer,15242351,5899977,NA,NA,2017-08-23,8587
Sold,16058782,15242351,0.23,73,2017-08-23,8587
Offered,NA,NA,0.23,67,2017-08-19,8587
Transfer,10528156,16058782,NA,NA,2017-08-04,8587
Sold,1205785,10528156,0.08,16,2017-07-14,8587
Offered,NA,NA,0.08,16,2017-07-14,8587
